class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
up,0.5725322365760803,0.21950079500675201,-2.16451358795166,0.9987319707870483,0.645755410194397,0.10681215673685074,-2.19797420501709,0.9969558119773865,0.6777182817459106,0.09822681546211243,-2.197695255279541,0.9962807297706604,0.7076261043548584,0.09034429490566254,-2.1983513832092285,0.9950466156005859,0.5261286497116089,0.10373062640428543,-2.1981632709503174,0.9984723925590515,0.4914857745170593,0.09228181093931198,-2.1986775398254395,0.9988146424293518,0.46431535482406616,0.0817040354013443,-2.1990537643432617,0.9990023970603943,0.7629786133766174,0.057272765785455704,-1.8190275430679321,0.9951872825622559,0.41834360361099243,0.04184860363602638,-1.8131310939788818,0.9993792772293091,0.6208252310752869,0.3047148287296295,-1.9668998718261719,0.9983060956001282,0.5195156931877136,0.2929927110671997,-1.9659626483917236,0.9995062947273254,0.8914168477058411,0.24549733102321625,-1.194477915763855,0.9947765469551086,0.2699691951274872,0.29656484723091125,-1.3474029302597046,0.9997618198394775,0.9212784767150879,0.6779715418815613,-0.5738561153411865,0.6094723343849182,0.1642809510231018,0.8657522201538086,-0.9727770090103149,0.9741579294204712,0.9923869371414185,1.0968023538589478,-0.39203983545303345,0.3492482900619507,0.11826422065496445,1.3393101692199707,-1.0163167715072632,0.871773362159729,1.0152573585510254,1.2076314687728882,-0.3805482089519501,0.266471266746521,0.05894206836819649,1.4648339748382568,-1.0776872634887695,0.7777062058448792,1.0044227838516235,1.1894168853759766,-0.4816160798072815,0.3081907331943512,0.1105453372001648,1.466259241104126,-1.1678767204284668,0.8199955224990845,0.9640787243843079,1.1490057706832886,-0.4248453676700592,0.31772515177726746,0.16487523913383484,1.4154248237609863,-1.0532342195510864,0.8204166293144226,0.7511793971061707,0.982545793056488,0.026989933103322983,0.5095934271812439,0.4533575177192688,1.0618971586227417,-0.026926923543214798,0.6199942231178284,0.7122436761856079,1.2122657299041748,0.8215559124946594,0.08708116412162781,0.4637015461921692,1.2940260171890259,0.6683467626571655,0.1466386914253235,0.6792753338813782,1.4698542356491089,1.840444564819336,0.023466480895876884,0.5734134912490845,1.5116868019104004,1.5347011089324951,0.04364466294646263,0.6652695536613464,1.51043701171875,1.934944748878479,0.02901674620807171,0.578862726688385,1.5359140634536743,1.6169019937515259,0.045637838542461395,0.6792160868644714,1.6294492483139038,1.7366117238998413,0.04020374268293381,0.6528667211532593,1.65924870967865,1.3115893602371216,0.041658978909254074
up,0.5566366314888,0.12663383781909943,-0.07837142795324326,0.9980101585388184,0.5509144067764282,0.1059735044836998,-0.062308378517627716,0.9967877864837646,0.5494289398193359,0.10499116033315659,-0.062254857271909714,0.9967837333679199,0.5475392937660217,0.10383029282093048,-0.06215672567486763,0.997066080570221,0.5492688417434692,0.10570437461137772,-0.11434342712163925,0.9971722364425659,0.5467914342880249,0.10459232330322266,-0.11439569294452667,0.9972528219223022,0.5439542531967163,0.10335350036621094,-0.11447359621524811,0.9973787665367126,0.527405321598053,0.10500796884298325,0.04165010526776314,0.9918349981307983,0.5236629247665405,0.10526123642921448,-0.19062337279319763,0.9974247217178345,0.5505246520042419,0.14262205362319946,-0.033226147294044495,0.996303915977478,0.5483015179634094,0.1419069468975067,-0.10069368034601212,0.9978102445602417,0.501480221748352,0.2006944864988327,0.18520084023475647,0.9984999895095825,0.4841746687889099,0.19277997314929962,-0.2647313177585602,0.9998964667320251,0.5032653212547302,0.35559383034706116,0.05699104070663452,0.06289692223072052,0.4797515273094177,0.3527546226978302,-0.21567821502685547,0.9597575068473816,0.5456922650337219,0.26080137491226196,-0.26524391770362854,0.2149963676929474,0.5437349677085876,0.2505325376987457,0.045568376779556274,0.890117347240448,0.5535985231399536,0.2307337373495102,-0.3043394684791565,0.25802358984947205,0.5531282424926758,0.22457994520664215,0.05694575980305672,0.8424981832504272,0.5504764914512634,0.21995320916175842,-0.29788583517074585,0.26313260197639465,0.5487722158432007,0.21354429423809052,0.05398918315768242,0.8321029543876648,0.5462676882743835,0.22973966598510742,-0.2758930027484894,0.25487828254699707,0.5445777177810669,0.2195976823568344,0.056217990815639496,0.7728325724601746,0.5048890709877014,0.4894179701805115,0.14638981223106384,0.9929561614990234,0.5035712718963623,0.49365970492362976,-0.1464587152004242,0.9949621558189392,0.5158474445343018,0.6864650249481201,0.27812105417251587,0.5628712177276611,0.5198326110839844,0.7056926488876343,-0.08588772267103195,0.9763787388801575,0.49617379903793335,0.865782618522644,0.419391393661499,0.7757630944252014,0.4955906271934509,0.8997361660003662,-0.016711071133613586,0.9706631302833557,0.48415082693099976,0.8928084969520569,0.42554253339767456,0.7838951349258423,0.48351535201072693,0.9353026151657104,-0.014705841429531574,0.9390491843223572,0.553889811038971,0.8862724304199219,0.3536427617073059,0.8621022701263428,0.5594186782836914,0.940621018409729,-0.11928367614746094,0.9666595458984375
up,0.5551914572715759,0.1231071799993515,-0.07807926088571548,0.998953104019165,0.5482546091079712,0.102540522813797,-0.06135787442326546,0.9985088109970093,0.5466649532318115,0.10168056190013885,-0.06131785362958908,0.9985277056694031,0.5447463989257812,0.1007060557603836,-0.0612330362200737,0.9986137747764587,0.5465608239173889,0.102382592856884,-0.11354122310876846,0.9985536336898804,0.5440165400505066,0.10151378065347672,-0.11359530687332153,0.9985911846160889,0.5409757494926453,0.10051662474870682,-0.11367082595825195,0.9985944032669067,0.524283766746521,0.10285922139883041,0.04475788399577141,0.9963247776031494,0.5208286046981812,0.10307678580284119,-0.18768689036369324,0.9988205432891846,0.5496158003807068,0.13927435874938965,-0.03214021399617195,0.9982558488845825,0.5475231409072876,0.13879504799842834,-0.09972141683101654,0.9989055395126343,0.5011878609657288,0.1986423134803772,0.1916915476322174,0.9990431070327759,0.48321694135665894,0.19273915886878967,-0.2626707851886749,0.9999078512191772,0.502853274345398,0.35437631607055664,0.057129066437482834,0.07708842307329178,0.48025092482566833,0.35340777039527893,-0.21630294620990753,0.9543150663375854,0.5431135296821594,0.26095259189605713,-0.27050572633743286,0.26793172955513,0.5413222312927246,0.25045233964920044,0.04230780526995659,0.8782662153244019,0.5500871539115906,0.23010015487670898,-0.3103708326816559,0.31416061520576477,0.5506702661514282,0.2244918942451477,0.052225686609745026,0.8216766119003296,0.5469721555709839,0.22060996294021606,-0.3039349317550659,0.3186812996864319,0.5460108518600464,0.21361346542835236,0.04881279543042183,0.8096011877059937,0.5426366329193115,0.22983093559741974,-0.2814635634422302,0.30571627616882324,0.5419851541519165,0.21928979456424713,0.05259581282734871,0.7515302300453186,0.5039433240890503,0.48511627316474915,0.14667050540447235,0.9949620962142944,0.5015701055526733,0.48897165060043335,-0.14672447741031647,0.9959324598312378,0.5154287815093994,0.6849057674407959,0.2638966143131256,0.5881986021995544,0.5188466906547546,0.7039200663566589,-0.09967167675495148,0.9775060415267944,0.49513158202171326,0.8664534091949463,0.39990437030792236,0.7940021753311157,0.49574270844459534,0.9004087448120117,-0.03952840715646744,0.9706979990005493,0.4832957684993744,0.893561065196991,0.4054197669029236,0.7780722975730896,0.4839556813240051,0.9367969036102295,-0.03816164284944534,0.9365121126174927,0.554154098033905,0.8865868449211121,0.3332529664039612,0.8732460141181946,0.5608622431755066,0.9401869177818298,-0.14576753973960876,0.9676949977874756
down,0.5440720319747925,0.1141250804066658,-0.14588484168052673,0.9943888187408447,0.5361348986625671,0.09261538088321686,-0.12650880217552185,0.9877978563308716,0.5347893238067627,0.09187439829111099,-0.126480832695961,0.9872074723243713,0.533119797706604,0.09118638187646866,-0.12639614939689636,0.9889028072357178,0.5343599319458008,0.09325305372476578,-0.18054674565792084,0.9916305541992188,0.5318886041641235,0.09295547008514404,-0.1806219071149826,0.9923685789108276,0.5292137861251831,0.09268807619810104,-0.18079659342765808,0.9933392405509949,0.5129111409187317,0.09626131504774094,-0.020074903964996338,0.9668400883674622,0.5109150409698486,0.09765264391899109,-0.2637487053871155,0.992099940776825,0.5383972525596619,0.13261491060256958,-0.09924919158220291,0.9888215661048889,0.5357956290245056,0.132235586643219,-0.16982948780059814,0.9941384792327881,0.4902185797691345,0.2017693966627121,0.16398108005523682,0.995477557182312,0.4816068112850189,0.19182269275188446,-0.37824171781539917,0.999906599521637,0.49768319725990295,0.35082748532295227,0.20817863941192627,0.032242920249700546,0.483703076839447,0.3492482602596283,-0.44838953018188477,0.9823334813117981,0.5299164652824402,0.4536629319190979,0.1032821387052536,0.09515806287527084,0.5342848300933838,0.4747426211833954,-0.43206945061683655,0.9575290083885193,0.5406091213226318,0.4877408742904663,0.1053214892745018,0.1221524178981781,0.5461677312850952,0.5061866044998169,-0.47972264885902405,0.9376558065414429,0.5494294166564941,0.48144394159317017,0.0629781186580658,0.1258867084980011,0.5561719536781311,0.4954908490180969,-0.4616111218929291,0.9327386617660522,0.5450920462608337,0.4678432047367096,0.07979021966457367,0.12432410567998886,0.5531569123268127,0.4851300120353699,-0.4224620461463928,0.8902212381362915,0.5049104690551758,0.47784432768821716,0.17102350294589996,0.985817551612854,0.5053802132606506,0.4752975106239319,-0.17113646864891052,0.9925347566604614,0.5148626565933228,0.6805179119110107,0.23709145188331604,0.41986793279647827,0.5197581052780151,0.6919254064559937,-0.12303801625967026,0.9663534164428711,0.4980762004852295,0.8684646487236023,0.37979599833488464,0.6219162344932556,0.4962041974067688,0.8998895883560181,-0.027183080092072487,0.9685786366462708,0.48666325211524963,0.89645916223526,0.386083722114563,0.711399257183075,0.4837639331817627,0.9343379139900208,-0.025520045310258865,0.9389640688896179,0.5577356219291687,0.892450213432312,0.3055211007595062,0.7814395427703857,0.5607846975326538,0.9403807520866394,-0.1565244197845459,0.9617713689804077
down,0.5440171957015991,0.11409363895654678,-0.1457568109035492,0.9942765235900879,0.5361207127571106,0.0925389900803566,-0.12637454271316528,0.9874131679534912,0.5347820520401001,0.09178999066352844,-0.12634748220443726,0.9868088364601135,0.5331178307533264,0.0910915657877922,-0.1262633204460144,0.9885101914405823,0.5343356728553772,0.0931754782795906,-0.18044205009937286,0.9914547801017761,0.5318582057952881,0.09287050366401672,-0.18051613867282867,0.9922702312469482,0.5291768312454224,0.09259187430143356,-0.1806899607181549,0.9932461977005005,0.5128361582756042,0.096137635409832,-0.019880685955286026,0.9656351208686829,0.5108585357666016,0.09750500321388245,-0.26372554898262024,0.9919787049293518,0.5383106470108032,0.13260941207408905,-0.09909223765134811,0.9885974526405334,0.535677969455719,0.1322343945503235,-0.16971156001091003,0.9940556883811951,0.4903353750705719,0.20176924765110016,0.1639537364244461,0.995347797870636,0.48146089911460876,0.191850483417511,-0.3783283829689026,0.9999104142189026,0.49771586060523987,0.35064470767974854,0.20816728472709656,0.03136320039629936,0.4836304187774658,0.3491252660751343,-0.44907134771347046,0.9826673865318298,0.5298376083374023,0.45374056696891785,0.10319733619689941,0.09206271171569824,0.5341812968254089,0.47480636835098267,-0.4334402084350586,0.9585779905319214,0.5405794382095337,0.48804986476898193,0.10490147769451141,0.11831070482730865,0.5461292862892151,0.5061827301979065,-0.4812902510166168,0.9390009045600891,0.5494909286499023,0.4817872941493988,0.06273442506790161,0.12190553545951843,0.5561859011650085,0.4954279363155365,-0.4630317687988281,0.9341145753860474,0.5451322793960571,0.46806320548057556,0.07973439991474152,0.12058591842651367,0.5531836748123169,0.48519080877304077,-0.42375510931015015,0.8920254707336426,0.5060685276985168,0.477878212928772,0.17123398184776306,0.9858484864234924,0.5054903030395508,0.4753686785697937,-0.17134740948677063,0.9926706552505493,0.5151692032814026,0.680698037147522,0.23808829486370087,0.4178350865840912,0.5193996429443359,0.6920958161354065,-0.1221957802772522,0.9668774008750916,0.49807605147361755,0.8683772683143616,0.38641783595085144,0.6194739937782288,0.49619317054748535,0.8998903036117554,-0.026707693934440613,0.9692541360855103,0.48663583397865295,0.8962477445602417,0.3933562636375427,0.7111297845840454,0.4837874472141266,0.9342992305755615,-0.025136377662420273,0.9401682615280151,0.5579860806465149,0.8925215005874634,0.3119639754295349,0.7813497185707092,0.560871958732605,0.9404527544975281,-0.1567194014787674,0.9625021815299988
down,0.5440307259559631,0.11403203010559082,-0.14644119143486023,0.9941340088844299,0.5361261367797852,0.09242502599954605,-0.12705287337303162,0.9870175123214722,0.5347845554351807,0.09166444838047028,-0.12702439725399017,0.9863990545272827,0.5331192016601562,0.09095417708158493,-0.12693974375724792,0.9881349802017212,0.5343530178070068,0.09306104481220245,-0.18116077780723572,0.9912380576133728,0.5318702459335327,0.09274020045995712,-0.181234210729599,0.9921213984489441,0.5291815996170044,0.09244866669178009,-0.18140994012355804,0.9931153059005737,0.5127571821212769,0.09593337029218674,-0.02048623375594616,0.9644960165023804,0.5108383893966675,0.09734659641981125,-0.26465144753456116,0.9918091297149658,0.5383047461509705,0.13260342180728912,-0.09973332285881042,0.9883385300636292,0.5356749296188354,0.132234126329422,-0.17044071853160858,0.9939401149749756,0.49027079343795776,0.20177021622657776,0.1633053869009018,0.9952470660209656,0.4814557433128357,0.19181840121746063,-0.37906011939048767,0.9999136924743652,0.49762219190597534,0.350467324256897,0.2080511599779129,0.03074529394507408,0.48328104615211487,0.34835895895957947,-0.449608713388443,0.9829124808311462,0.5299003720283508,0.45332071185112,0.10283561050891876,0.08991260081529617,0.5341826677322388,0.4741259515285492,-0.43383270502090454,0.9595241546630859,0.5410464406013489,0.48746269941329956,0.10447647422552109,0.11558645218610764,0.5462297201156616,0.5052096247673035,-0.48183661699295044,0.9402210116386414,0.5499539971351624,0.48114052414894104,0.06225454807281494,0.11908389627933502,0.5562934875488281,0.4945976436138153,-0.46353402733802795,0.935361921787262,0.5454376935958862,0.4674309194087982,0.0793667584657669,0.11796039342880249,0.5531937479972839,0.48444664478302,-0.42416295409202576,0.893660843372345,0.506044328212738,0.47748613357543945,0.17142900824546814,0.985812246799469,0.5056738257408142,0.4748940169811249,-0.17154410481452942,0.9927405118942261,0.5151886343955994,0.680704653263092,0.2392173707485199,0.4129273593425751,0.5193246603012085,0.6921083927154541,-0.12097108364105225,0.9668453335762024,0.4980778694152832,0.8683693408966064,0.3875129520893097,0.6138213276863098,0.496154248714447,0.8998891115188599,-0.023371325805783272,0.9694223403930664,0.48662710189819336,0.896261990070343,0.3943904638290405,0.708172619342804,0.4837884306907654,0.9343719482421875,-0.021396972239017487,0.9407069683074951,0.5586146116256714,0.8923338651657104,0.31273436546325684,0.7786940336227417,0.561107873916626,0.9404107928276062,-0.15173035860061646,0.962630569934845
up,0.5425142645835876,0.1129838153719902,-0.08339906483888626,0.9976179599761963,0.536133885383606,0.0934472382068634,-0.06629674881696701,0.9959174990653992,0.5353675484657288,0.09292285889387131,-0.06624583899974823,0.9957389235496521,0.5344461798667908,0.09236100316047668,-0.066175676882267,0.9963570833206177,0.533566951751709,0.09349238872528076,-0.1171133741736412,0.9966824650764465,0.5309687256813049,0.09296247363090515,-0.11715903133153915,0.9966913461685181,0.5277360677719116,0.09233979135751724,-0.11721763759851456,0.9970968961715698,0.517049252986908,0.09632806479930878,0.04116175323724747,0.9893322587013245,0.5086826086044312,0.09692181646823883,-0.18362519145011902,0.996941089630127,0.5388848185539246,0.1291704773902893,-0.03706350550055504,0.9956470131874084,0.536422073841095,0.12855638563632965,-0.10240884125232697,0.9975031614303589,0.4996376037597656,0.19712504744529724,0.1985059231519699,0.9983537793159485,0.484613835811615,0.19059894979000092,-0.2685001790523529,0.9999061822891235,0.5027627348899841,0.35005009174346924,0.060732193291187286,0.07699937373399734,0.483483225107193,0.35351186990737915,-0.2117060124874115,0.9737889170646667,0.5504878759384155,0.25726521015167236,-0.2743898034095764,0.2500028610229492,0.5492876768112183,0.25233539938926697,0.06276954710483551,0.9267198443412781,0.5561617016792297,0.22518643736839294,-0.3157103657722473,0.2887391746044159,0.5595353841781616,0.2203536033630371,0.07223469018936157,0.8887006640434265,0.5538767576217651,0.21586674451828003,-0.309784471988678,0.29404494166374207,0.5552209615707397,0.2088911235332489,0.06558656692504883,0.8798297047615051,0.54877108335495,0.22472414374351501,-0.2860371470451355,0.2845534682273865,0.5511575937271118,0.21558524668216705,0.07184500992298126,0.8315195441246033,0.4996902048587799,0.4828331172466278,0.14824096858501434,0.9923316240310669,0.5000079274177551,0.483885794878006,-0.14834555983543396,0.9947810769081116,0.510446310043335,0.6857033967971802,0.270840585231781,0.5562635660171509,0.51419597864151,0.703115701675415,-0.08233005553483963,0.9736471772193909,0.49486613273620605,0.8705931305885315,0.3946113586425781,0.7611965537071228,0.4969271719455719,0.902509331703186,-0.013907007873058319,0.9701964855194092,0.4837173521518707,0.8979455828666687,0.39928871393203735,0.7725861668586731,0.4848968982696533,0.937522292137146,-0.012353339232504368,0.9380631446838379,0.5541784167289734,0.8903277516365051,0.3266680836677551,0.8545184135437012,0.5619843006134033,0.9394751787185669,-0.1222618967294693,0.9654433727264404
up,0.5411975979804993,0.11292313039302826,-0.08806563913822174,0.998813807964325,0.5346988439559937,0.0934002473950386,-0.07263701409101486,0.9981726408004761,0.5339250564575195,0.09279599040746689,-0.07259535044431686,0.9981226921081543,0.5330455899238586,0.09217370301485062,-0.07249723374843597,0.9983222484588623,0.5323680639266968,0.09350752085447311,-0.12468072026968002,0.9983934164047241,0.529812753200531,0.09298441559076309,-0.12474286556243896,0.9984257817268372,0.5268223285675049,0.09240181744098663,-0.1248125210404396,0.9985514879226685,0.5170939564704895,0.09549617022275925,0.03465842455625534,0.9953769445419312,0.5087859034538269,0.09688463062047958,-0.19547799229621887,0.9986796379089355,0.5379800200462341,0.12823861837387085,-0.04113306477665901,0.998059093952179,0.5355324745178223,0.12783056497573853,-0.10787912458181381,0.9988378286361694,0.4971802830696106,0.1928388476371765,0.189279705286026,0.9990494847297668,0.48432183265686035,0.19046759605407715,-0.27722007036209106,0.9999290704727173,0.5020541548728943,0.3463316857814789,0.051105253398418427,0.07387741655111313,0.48845648765563965,0.35920965671539307,-0.22280533611774445,0.9702414870262146,0.5412901639938354,0.25456228852272034,-0.29768940806388855,0.24705369770526886,0.5431720614433289,0.24684171378612518,0.044826753437519073,0.9145685434341431,0.5467466115951538,0.22699786722660065,-0.34054097533226013,0.2934553027153015,0.5529561042785645,0.2163018137216568,0.05204647779464722,0.8692356944084167,0.5441840291023254,0.21432648599147797,-0.33668383955955505,0.2982287108898163,0.5482926368713379,0.20477919280529022,0.046106986701488495,0.8585000038146973,0.5405493378639221,0.22343580424785614,-0.31040406227111816,0.2877073585987091,0.543606698513031,0.21146941184997559,0.05408090353012085,0.8107494711875916,0.4975908696651459,0.4844549894332886,0.14808514714241028,0.9953120350837708,0.5014714598655701,0.4883440434932709,-0.14819015562534332,0.9963182806968689,0.5095255374908447,0.6873486638069153,0.27541595697402954,0.6010885238647461,0.5142367482185364,0.706238329410553,-0.07464893907308578,0.9799999594688416,0.4943789541721344,0.8722800016403198,0.4081975519657135,0.7992392182350159,0.4973476827144623,0.9043474197387695,-0.0039215125143527985,0.9757397770881653,0.4828982949256897,0.8993123769760132,0.4138410985469818,0.7921730875968933,0.4851817488670349,0.937842071056366,-0.0025458219461143017,0.9464825391769409,0.5549007654190063,0.8892420530319214,0.34540432691574097,0.8795161247253418,0.5625630617141724,0.939620852470398,-0.11093487590551376,0.9715991020202637
up,0.5410181283950806,0.11293713003396988,-0.08808736503124237,0.9988970160484314,0.5345779657363892,0.09341132640838623,-0.0726470872759819,0.9983222484588623,0.5338233113288879,0.09280002117156982,-0.07260529696941376,0.998279869556427,0.5329644083976746,0.09217365086078644,-0.07250721007585526,0.998453676700592,0.5322089791297913,0.0935310646891594,-0.12466084957122803,0.9985110759735107,0.5296225547790527,0.09300936758518219,-0.12472306191921234,0.9985441565513611,0.5265794992446899,0.09243185818195343,-0.1247919574379921,0.9986528754234314,0.5170938968658447,0.09546824544668198,0.034654807299375534,0.9957727789878845,0.5084771513938904,0.09689735621213913,-0.19484348595142365,0.9987934827804565,0.5378726720809937,0.12820735573768616,-0.04116908833384514,0.998218834400177,0.5353708863258362,0.1278058886528015,-0.10781823098659515,0.9989274740219116,0.4971664845943451,0.19277237355709076,0.18935677409172058,0.9990990161895752,0.48430928587913513,0.19047361612319946,-0.2768658399581909,0.9999313354492188,0.50204998254776,0.3462000787258148,0.0507267490029335,0.0740753561258316,0.4887712001800537,0.359316885471344,-0.2220490425825119,0.9701381921768188,0.5414189696311951,0.25442346930503845,-0.2982434928417206,0.24643439054489136,0.5433565378189087,0.24699310958385468,0.04603210464119911,0.9138746857643127,0.5470470190048218,0.22668565809726715,-0.34100720286369324,0.2931399941444397,0.5532593727111816,0.21632817387580872,0.053430669009685516,0.8680749535560608,0.5443755388259888,0.21344517171382904,-0.3367449641227722,0.2978646457195282,0.5485891103744507,0.20493146777153015,0.04738538712263107,0.8572492599487305,0.5407048463821411,0.22158212959766388,-0.31078869104385376,0.2873382866382599,0.5438711643218994,0.21163223683834076,0.05525441840291023,0.8095385432243347,0.4976016879081726,0.4843619167804718,0.1480911672115326,0.9955222010612488,0.5014814138412476,0.4883198142051697,-0.14819630980491638,0.9964450597763062,0.5095201730728149,0.6874274015426636,0.2753981947898865,0.6055278778076172,0.5136865377426147,0.7064804434776306,-0.0762132927775383,0.9806387424468994,0.4944171905517578,0.8723658323287964,0.40781503915786743,0.8028812408447266,0.4973542094230652,0.904473066329956,-0.007955481298267841,0.9764090776443481,0.4829520583152771,0.8993342518806458,0.4134114384651184,0.7944037914276123,0.4852561354637146,0.937974750995636,-0.006708213128149509,0.9475464224815369,0.5549437403678894,0.8892190456390381,0.3450639843940735,0.8819302320480347,0.5625978112220764,0.9396053552627563,-0.11522956192493439,0.9723250865936279
down,0.536084771156311,0.10712693631649017,-0.1387033760547638,0.9975535869598389,0.5282446146011353,0.0880105048418045,-0.12005598843097687,0.9957894682884216,0.5268476605415344,0.08754714578390121,-0.12005039304494858,0.9954110383987427,0.525357723236084,0.08714320510625839,-0.12000437080860138,0.9963527917861938,0.5274925827980042,0.08840848505496979,-0.17249616980552673,0.9966424703598022,0.5254184007644653,0.08816444128751755,-0.17253068089485168,0.9965085387229919,0.5230858325958252,0.08788277208805084,-0.17266122996807098,0.997041642665863,0.5083807706832886,0.09444142132997513,-0.014889633283019066,0.9884476661682129,0.5068622827529907,0.09464506059885025,-0.25153717398643494,0.9965136647224426,0.531275749206543,0.12542608380317688,-0.0921906977891922,0.9954548478126526,0.530032753944397,0.12533631920814514,-0.1608097404241562,0.9972451329231262,0.4861816465854645,0.20214217901229858,0.16373832523822784,0.9973976612091064,0.4840293526649475,0.1896810233592987,-0.3625970482826233,0.9998567700386047,0.4991420805454254,0.35308557748794556,0.22225621342658997,0.05262438952922821,0.49150151014328003,0.3522310256958008,-0.4352623522281647,0.9802866578102112,0.5461082458496094,0.4477132260799408,0.11805280297994614,0.1713363081216812,0.554800271987915,0.4637318253517151,-0.4162195324897766,0.9460546374320984,0.560178279876709,0.47030600905418396,0.11778812110424042,0.20863497257232666,0.5711516737937927,0.49175596237182617,-0.46440404653549194,0.9212508201599121,0.5703023672103882,0.4599512219429016,0.0739046186208725,0.21551845967769623,0.581523060798645,0.4821871519088745,-0.4462330937385559,0.9147865176200867,0.565856397151947,0.4505062699317932,0.09385442733764648,0.2085382491350174,0.5772814154624939,0.47268444299697876,-0.40664610266685486,0.8707824349403381,0.49829983711242676,0.48260435461997986,0.16275060176849365,0.9904140830039978,0.5044595003128052,0.4838622510433197,-0.16296996176242828,0.9930647015571594,0.5098731517791748,0.68137127161026,0.26706546545028687,0.5192630290985107,0.5135389566421509,0.6976001262664795,-0.07801233977079391,0.9663469195365906,0.4971044063568115,0.8707855939865112,0.42787498235702515,0.7269142866134644,0.49661126732826233,0.9015979766845703,0.055343665182590485,0.9681416749954224,0.4855273365974426,0.8986728191375732,0.4368261694908142,0.7592659592628479,0.48513078689575195,0.936554491519928,0.06140362098813057,0.931721568107605,0.5558270215988159,0.8887078166007996,0.3584717810153961,0.8382861614227295,0.5598125457763672,0.9379561543464661,-0.06449930369853973,0.962794303894043
